fragment,chemotype,layer,n_attach,frag_heavy,n_total_pairs,n_contexts,A_Hf,s_Hf,n_Hf,fpos_Hf,t_Hf,A_Q,s_Q,n_Q,fpos_Q,t_Q,A_OBgood,s_OBgood,n_OBgood,fpos_OBgood,t_OBgood,A_Pe,s_Pe,n_Pe,fpos_Pe,t_Pe,A_D,s_D,n_D,fpos_D,t_D,A_P,s_P,n_P,fpos_P,t_P,A_IS,s_IS,n_IS,fpos_IS,t_IS
[*:1]Nn1nc([*:2])c([N+](=O)[O-])n1,nitro,linker,2,9,722,447,9.56506,38.0821,722,0.644044,6.74893,163,89.6222,722,0.99723,48.8698,17.0973,10.0864,722,1,45.5469,0.0583834,0.0573971,722,0.81856,27.3318,0.412263,0.261246,722,0.981994,42.4026,3.53795,2.14083,722,0.99169,44.4056,-55.0304,80.9589,722,0.192521,-18.2645
[*:1]Nn1nc(N=[N+]=[N-])nc1[*:2],azide,linker,2,9,720,478,43.3604,58.7202,720,0.575,19.814,23.848,100.081,720,0.575,6.39389,4.86492,5.88642,720,0.5375,22.1764,0.00700306,0.0651431,720,0.570833,2.8846,0.0378391,0.180493,720,0.501389,5.6253,0.175017,1.30875,720,0.495833,3.5883,-38.1,80.8301,720,0.275,-12.6479
[*:1]n1nnc(N=[N+]([*:2])[O-])n1,azoxy,linker,2,8,701,605,37.1081,30.1922,701,0.74893,32.5412,108.978,107.205,701,0.746077,26.9142,9.66596,8.5234,701,0.686163,30.0255,0.0754295,0.0701856,701,0.74893,28.4546,0.346444,0.274952,701,0.813124,33.3607,2.78075,2.0597,701,0.838802,35.7452,15.6773,74.769,701,0.603424,5.55147
[*:1]Nc1nc([*:2])nn1[N+](=O)[O-],nitro,linker,2,9,629,422,-8.65948,10.103,629,0.225755,-21.4965,117.247,75.1856,629,0.968203,39.1104,23.6656,7.44857,629,1,79.6836,0.0065221,0.0363923,629,0.561208,4.49473,0.478585,0.194974,629,1,61.5614,4.38957,1.71813,629,1,64.0754,-33.5912,76.7741,629,0.302067,-10.9733
[*:1]Nc1nn(N=[N+]=[N-])nc1[*:2],azide,linker,2,9,625,438,84.0304,38.9605,625,0.9984,53.9203,115.482,86.6529,625,0.952,33.3173,3.88938,7.83685,625,0.6352,12.4073,0.0624931,0.0558177,625,0.9472,27.9899,0.117938,0.198263,625,0.8272,14.8714,0.693118,1.56696,625,0.8128,11.0583,28.8701,103.917,625,0.664,6.94549
[*:1]Nn1nnc([*:2])c1[N+](=O)[O-],nitro,linker,2,9,624,416,10.4587,30.5691,624,0.820513,8.54648,185.927,85.6036,624,1,54.2554,20.5318,9.39223,624,1,54.6073,0.0697425,0.0376412,624,0.983974,46.2835,0.545254,0.228532,624,0.998397,59.5998,4.77486,1.91494,624,0.998397,62.287,-51.3426,84.9475,624,0.185897,-15.098
[*:1]Nc1nnn([*:2])c1O,azole_ring,linker,2,7,611,407,-24.0329,26.4752,611,0.186579,-22.4382,7.53162,108.755,611,0.628478,1.71183,3.85843,12.0137,611,0.497545,7.93877,-0.0179727,0.0685071,611,0.466448,-6.48481,0.086179,0.335766,611,0.639935,6.34433,0.87531,2.81226,611,0.654664,7.69355,-3.302,82.7814,611,0.490998,-0.985974
[*:1]Nc1nn([*:2])nc1N=[N+]=[N-],azide,linker,2,9,532,368,82.8396,45.2563,532,0.934211,42.2197,93.4618,62.424,532,0.934211,34.5333,4.3274,5.18164,532,0.640977,19.2626,0.0536188,0.0463525,532,0.930451,26.6809,0.103622,0.129117,532,0.770677,18.5107,0.58352,0.98984,532,0.697368,13.5971,-4.82422,85.0634,532,0.486842,-1.3081
[*:2]c1c(N)nnn1[*:1],azole_ring,linker,2,6,530,505,5.03415,11.5173,530,0.679245,10.0627,11.822,46.637,530,0.581132,5.83575,10.347,7.76364,530,0.654717,30.6823,0.0146902,0.0392005,530,0.664151,8.62729,0.304473,0.236442,530,0.822642,29.6457,2.59225,1.97536,530,0.837736,30.2111,-12.6979,79.6645,530,0.392453,-3.6695
[*:1]Nc1nc(C)nn1[*:2],azole_ring,linker,2,7,521,364,-0.746795,22.9211,521,0.410749,-0.743677,-91.8844,58.413,521,0.0230326,-35.9047,-15.3565,9.20775,521,0,-38.0678,-0.0369451,0.041669,521,0.190019,-20.2378,-0.405288,0.202158,521,0.0441459,-45.7606,-3.42987,1.85293,521,0.0537428,-42.2512,20.0518,104.377,521,0.59501,4.38496
[*:1]Nc1c(C)nnn1[*:2],azole_ring,linker,2,7,516,369,8.30184,12.3713,516,0.666667,15.2435,-20.5236,94.1727,516,0.52907,-4.95054,-15.8485,11.5616,516,0,-31.1382,0.0145971,0.0448442,516,0.612403,7.3941,-0.337547,0.271535,516,0.164729,-28.238,-3.11528,2.428,516,0.158915,-29.1456,17.358,79.5973,516,0.612403,4.95365
[*:1]Nc1cn([*:2])nn1,azole_ring,linker,2,6,515,362,16.1112,14.2825,515,0.83301,25.5993,15.0709,107.409,515,0.551456,3.1842,-2.16734,14.4374,515,0.394175,-3.40676,0.0245206,0.0498788,515,0.68932,11.1562,-0.0252281,0.396592,515,0.394175,-1.44359,-0.444465,3.4702,515,0.394175,-2.90661,4.03192,88.6734,515,0.506796,1.03186
[*:1]Nn1nnc(N[N+](=O)[O-])c1[*:2],nitramine,linker,2,10,504,353,27.7123,10.7618,504,1,57.8102,123.757,109.911,504,0.968254,25.278,14.6118,14.5037,504,0.650794,22.6174,0.0715909,0.0401319,504,0.996032,40.0482,0.412819,0.340654,504,0.964286,27.2058,3.48828,2.94278,504,0.928571,26.6115,-64.5608,93.1271,504,0.22619,-15.5635
[*:1]Nc1cnnn1[*:2],azole_ring,linker,2,6,436,331,-16.0669,41.2188,436,0.493119,-8.13919,-23.4718,57.0792,436,0.364679,-8.5864,-8.75735,6.42679,436,0,-28.4526,-0.00805482,0.0408054,436,0.440367,-4.12175,-0.169919,0.177577,436,0.247706,-19.9802,-1.48251,1.45563,436,0.224771,-21.2662,9.23663,78.9807,436,0.516055,2.44195
[*:1]Nc1nnn([*:2])c1N,azole_ring,linker,2,7,418,323,35.5913,25.2589,418,0.925837,28.8083,-5.59542,88.3684,418,0.700957,-1.29457,-9.67288,7.5152,418,0,-26.315,0.057439,0.0548878,418,0.827751,21.3954,-0.036416,0.202618,418,0.576555,-3.67454,-0.624634,1.67381,418,0.504785,-7.6297,23.2496,72.4834,418,0.660287,6.5579
[*:1]Nc1nnc(O)n1[*:2],azole_ring,linker,2,7,414,320,-29.5799,11.1472,414,0,-53.9923,-39.0013,108.084,414,0.362319,-7.34209,5.40451,13.6084,414,0.507246,8.08072,-0.0399355,0.0497818,414,0.231884,-16.3226,0.061075,0.345518,414,0.509662,3.59661,0.698339,2.91897,414,0.531401,4.86784,19.0292,88.8451,414,0.618357,4.35799
[*:1]Nc1c([N+](=O)[O-])nnn1[*:2],nitro,linker,2,9,412,327,30.644,24.2595,412,0.949029,25.6397,165.661,69.2851,412,0.997573,48.5321,16.5647,6.06558,412,1,55.4318,0.0719808,0.0484644,412,0.951456,30.1469,0.462438,0.120138,412,1,78.1306,4.00298,1.04654,412,1,77.6386,-44.4871,80.96,412,0.225728,-11.1535
[*:1]Nc1c(N)nnn1[*:2],azole_ring,linker,2,7,412,307,3.10779,46.7969,412,0.737864,1.34798,-14.2845,82.0766,412,0.402913,-3.5326,-1.22878,10.105,412,0.368932,-2.46822,0.0360534,0.04966,412,0.783981,14.7363,0.121757,0.270791,412,0.57767,9.12661,0.950478,2.30024,412,0.550971,8.3872,-5.0427,79.3183,412,0.466019,-1.29044
[*:1]Nc1nn([*:2])nc1[N+](=O)[O-],nitro,linker,2,9,412,318,-2.34396,48.6183,412,0.504854,-0.978584,144.141,101.816,412,0.992718,28.7357,16.1826,12.2446,412,1,26.8258,0.0500362,0.0651779,412,0.725728,15.5823,0.43497,0.309045,412,0.990291,28.5685,3.85003,2.59281,412,0.997573,30.1399,-47.1933,84.8637,412,0.274272,-11.2878
[*:1]Nc1nnc(N)n1[*:2],azole_ring,linker,2,7,411,324,-14.8164,35.3173,411,0.498783,-8.50506,-84.7292,116.009,411,0.240876,-14.8069,-4.25258,13.8863,411,0.36253,-6.2085,-0.00712311,0.0511969,411,0.486618,-2.82064,-0.00981563,0.357602,411,0.440389,-0.556466,-0.0841297,3.01546,411,0.447689,-0.565609,55.109,96.4018,411,0.756691,11.5893
[*:1]Nc1nc(O)nn1[*:2],azole_ring,linker,2,7,411,312,-45.8803,18.0829,411,0,-51.4374,-79.2604,52.9653,411,0.0364964,-30.3379,4.51118,4.54441,411,0.506083,20.1249,-0.0945971,0.0394263,411,0,-48.6421,-0.12178,0.11376,411,0.158151,-21.7025,-0.66676,0.925768,411,0.240876,-14.6012,-22.2424,66.0173,411,0.3309,-6.83037
[*:1]Nc1nnc([N+](=O)[O-])n1[*:2],nitro,linker,2,9,411,319,-16.4753,34.3265,411,0.445255,-9.73027,79.0777,72.6908,411,0.956204,22.0544,9.39522,8.30282,411,0.751825,22.9405,0.0130509,0.0438551,411,0.664234,6.03309,0.242195,0.220831,411,0.888078,22.2344,2.25968,1.92541,411,0.895377,23.7927,-34.1454,66.024,411,0.245742,-10.4846
[*:1]Nc1nnn([*:2])c1C,azole_ring,linker,2,7,408,310,0.507475,11.034,408,0.411765,0.928993,-54.2355,96.2467,408,0.291667,-11.3822,-12.7654,15.1675,408,0,-17,-0.00928897,0.0428872,408,0.316176,-4.37492,-0.295549,0.367676,408,0.276961,-16.2366,-2.63077,3.20306,408,0.267157,-16.5901,28.6557,92.625,408,0.632353,6.24904
[*:1]Nc1cnn([*:2])n1,azole_ring,linker,2,6,408,319,-5.68348,11.4909,408,0.392157,-9.99054,12.5117,56.9703,408,0.651961,4.43606,-0.24981,10.7404,408,0.379902,-0.469805,-0.0112836,0.0378977,408,0.443627,-6.014,-0.0436937,0.281693,408,0.389706,-3.13309,-0.357468,2.41897,408,0.370098,-2.98494,-17.5736,78.4582,408,0.394608,-4.5243
[*:1]Nc1nc([N+](=O)[O-])nn1[*:2],nitro,linker,2,9,407,314,18.8373,21.7896,407,0.742015,17.4409,136.67,68.0356,407,1,40.5261,20.0296,10.9313,407,1,36.9655,0.0475334,0.0384255,407,0.914005,24.9561,0.4962,0.223893,407,1,44.711,4.34781,2.01489,407,1,43.5328,-38.1626,89.1655,407,0.307125,-8.63452
[*:1]Nc1nnn([*:2])c1[N+](=O)[O-],nitro,linker,2,9,402,305,21.0952,18.7749,402,0.873134,22.5278,158.633,134.438,402,0.890547,23.6583,16.9762,13.508,402,0.748756,25.1978,0.0611965,0.0632432,402,0.863184,19.4011,0.435426,0.375307,402,0.858209,23.2616,3.75408,3.17811,402,0.853234,23.6836,-27.5076,80.006,402,0.348259,-6.89355
[*:1]n1nnnc1N=[N+]([*:2])[O-],azoxy,linker,2,8,391,336,41.9837,26.4043,391,0.982097,31.4408,125.785,95.5677,391,0.982097,26.0259,10.2286,8.86691,391,0.69821,22.8103,0.0873161,0.0618445,391,0.982097,27.9178,0.369918,0.275517,391,0.877238,26.5488,2.90649,2.06878,391,0.84399,27.7806,24.9722,72.0275,391,0.690537,6.85562
[*:1]c1nnnn1N=[N+]([*:2])[O-],azoxy,linker,2,8,328,279,44.0291,25.4691,328,0.887195,31.3085,128.334,89.4145,328,0.887195,25.994,9.55378,8.19896,328,0.689024,21.1035,0.0906613,0.0578717,328,0.887195,28.3722,0.369552,0.265827,328,0.875,25.1775,2.92223,2.03783,328,0.859756,25.9707,18.5184,79.4307,328,0.588415,4.22232
[*:1]Nc1nnc(C)n1[*:2],azole_ring,linker,2,7,321,271,-0.114984,16.4552,321,0.641745,-0.125195,-105.994,122.945,321,0.327103,-15.4462,-19.4782,15.2422,321,0,-22.8958,-0.0335293,0.0549232,321,0.373832,-10.9376,-0.464063,0.403471,321,0.267913,-20.6071,-4.07451,3.48392,321,0.252336,-20.9537,72.5181,108.594,321,0.781931,11.9644
[*:1]Nc1nn([*:2])nc1N,azole_ring,linker,2,7,320,273,-31.877,38.7141,320,0.2875,-14.7293,-127.852,77.0521,320,0.003125,-29.6824,-9.69344,8.79273,320,0.128125,-19.721,-0.0318306,0.0298647,320,0.1375,-19.0661,-0.180467,0.219333,320,0.259375,-14.7187,-1.52072,1.97279,320,0.259375,-13.7893,7.74927,82.9496,320,0.565625,1.67117
[*:1]Nc1c(O)nnn1[*:2],azole_ring,linker,2,7,313,256,-2.74518,18.5896,313,0.626198,-2.6126,44.7287,42.0573,313,0.916933,18.8156,7.77564,11.2538,313,0.329073,12.2239,0.014285,0.0291678,313,0.753994,8.66459,0.203635,0.240635,313,0.830671,14.9716,1.78305,2.25945,313,0.773163,13.9615,-19.5049,80.4261,313,0.405751,-4.2906
[*:2]c1nnn(N=[N+]([*:1])[O-])n1,azoxy,linker,2,8,312,269,7.7283,9.73784,312,0.814103,14.0184,122.418,49.7718,312,1,43.4451,10.1927,3.49099,312,1,51.5726,0.04615,0.0258242,312,0.948718,31.5661,0.275563,0.0711833,312,1,68.3786,2.35255,0.614366,312,1,67.6378,-4.39264,70.016,312,0.419872,-1.10817
[*:1]Nc1nn(N[N+](=O)[O-])nc1[*:2],nitramine,linker,2,10,309,266,44.6878,8.98599,309,1,87.4183,197.194,67.731,309,1,51.1782,18.9299,4.97223,309,1,66.923,0.122577,0.0331479,309,1,65.0027,0.520981,0.107218,309,1,85.4149,4.25799,0.76003,309,1,98.4812,-56.4267,80.7313,309,0.165049,-12.2863
[*:1]Nc1nnn(N[N+](=O)[O-])c1[*:2],nitramine,linker,2,10,303,263,28.8581,13.6436,303,0.9967,36.8179,146.471,113.94,303,0.976898,22.3766,17.6701,15.0571,303,0.726073,20.4277,0.0782997,0.0451168,303,1,30.2095,0.487113,0.379476,303,0.976898,22.3443,4.13971,3.28168,303,0.943894,21.9581,-60.3901,82.3082,303,0.20462,-12.7716
[*:1]Nc1nnn(N[*:2])n1,azole_ring,linker,2,7,242,229,-2.92926,3.8866,242,0.202479,-11.7245,-9.68394,12.9096,242,0.202479,-11.6693,0,0,242,0,,-0.00735455,0.00977266,242,0.198347,-11.7071,-0.0436318,0.0563289,242,0.214876,-12.0498,-0.414685,0.594282,242,0.239669,-10.8551,-21.1653,66.2629,242,0.400826,-4.96891
[*:1]Nc1nc([N+](=O)[O-])n([*:2])n1,nitro,linker,2,9,226,201,13.4738,8.79959,226,0.880531,23.0187,142.397,95.1088,226,0.982301,22.5079,16.6171,5.7087,226,1,43.7595,0.0376681,0.0387209,226,0.876106,14.6246,0.348722,0.156845,226,1,33.4243,3.04403,1.33745,226,1,34.2159,-15.3164,65.4056,226,0.261062,-3.52044
[*:1]Nc1nc(N)n([*:2])n1,azole_ring,linker,2,7,215,199,-30.3551,15.9857,215,0,-27.8433,-144.204,80.6222,215,0,-26.2267,-0.0946376,15.3129,215,0.502326,-0.0906205,-0.09674,0.0557855,215,0,-25.4275,-0.0619311,0.385124,215,0.502326,-2.35791,-0.129583,3.27032,215,0.502326,-0.581002,28.6353,86.9959,215,0.623256,4.82639
[*:1]Nc1nn([*:2])nc1O,azole_ring,linker,2,7,215,197,-25.3859,20.2759,215,0.0186047,-18.3582,-6.65705,31.9098,215,0.306977,-3.05898,4.4257,4.60931,215,0.488372,14.0788,-0.037854,0.0307329,215,0.0186047,-18.0604,0.00478627,0.0863744,215,0.474419,0.812514,0.23226,0.843196,215,0.567442,4.03892,-10.6464,76.2279,215,0.427907,-2.04789
[*:1]c1ncn[nH]1,azole_ring,scaffold,1,5,207,143,-9.87671,4.55535,207,0.0241546,-31.1943,-54.5355,27.5983,207,0.0241546,-28.4303,0,0,207,0,,-0.044457,0.0244764,207,0.0241546,-26.1323,-0.106568,0.0485254,207,0.0144928,-31.5968,-0.682545,0.324402,207,0.0289855,-30.2715,-26.787,91.3057,207,0.396135,-4.22096
[*:1]Nc1nc([*:2])n(N[N+](=O)[O-])n1,nitramine,linker,2,10,203,188,2.34335,4.75828,203,0.669951,7.01674,64.3258,78.0251,203,0.753695,11.7462,9.73186,10.194,203,0.502463,13.6019,0.0161936,0.0223648,203,0.724138,10.3163,0.164486,0.18983,203,0.679803,12.3456,1.41932,1.68603,203,0.684729,11.994,-43.7435,81.8353,203,0.300493,-7.61588
[*:1]Nc1nnc([*:2])n1N[N+](=O)[O-],nitramine,linker,2,10,201,186,-29.3231,49.6198,201,0.497512,-8.37824,-1.80735,23.8558,201,0.427861,-1.0741,4.35731,5.53738,201,0.572139,11.1561,0.0119736,0.03061,201,0.646766,5.54576,0.138719,0.10341,201,0.915423,19.0184,1.29961,1.1052,201,0.860697,16.6712,-38.6943,84.6619,201,0.348259,-6.47974
[*:2]c1c(C)nnn1[*:1],azole_ring,linker,2,6,173,173,-0.183699,8.88133,173,0.468208,-0.272052,-0.447084,36.3841,173,0.468208,-0.161622,0,0,173,0,,-0.000513873,0.0296093,173,0.468208,-0.228271,-0.00434722,0.0592689,173,0.491329,-0.964734,-0.0329678,0.431386,173,0.491329,-1.00519,0.0991318,72.814,173,0.49711,0.0179069
[*:2]Nc1nnnn1N[*:1],azole_ring,linker,2,7,123,123,3.07081,3.80559,123,0.821138,8.94919,10.2029,12.8746,123,0.821138,8.78906,0,0,123,0,,0.0077439,0.00974244,123,0.821138,8.81546,0.0479665,0.0566486,123,0.829268,9.39078,0.453321,0.596829,123,0.796748,8.42381,22.3559,67.9417,123,0.593496,3.64928
[*:1]Nc1nnnn1N[*:2],azole_ring,linker,2,7,119,119,2.78294,3.97937,119,0.764706,7.62892,9.14755,12.9782,119,0.764706,7.68886,0,0,119,0,,0.0069521,0.00982868,119,0.756303,7.71604,0.0391513,0.0558808,119,0.739496,7.64288,0.37475,0.591494,119,0.722689,6.91138,19.9347,64.746,119,0.605042,3.35869
[*:1]Nc1nnn([*:2])c1N=[N+]=[N-],azide,linker,2,9,110,110,81.6513,3.84009,110,1,223.007,70.6956,45.2736,110,0.990909,16.3774,10.2669,4.65579,110,1,23.1283,0.0283782,0.027198,110,0.945455,10.9432,0.208992,0.110846,110,1,19.7745,1.66489,0.72252,110,1,24.1675,0.870545,63.3755,110,0.563636,0.144067
[*:1]c1cn[nH]n1,azole_ring,scaffold,1,5,107,107,13.4525,2.48865,107,1,55.9155,74.5089,19.1503,107,1,40.2461,0,0,107,0,,0.0609626,0.0194751,107,1,32.3798,0.122512,0.0476564,107,1,26.5919,0.716605,0.313885,107,0.981308,23.6157,-0.186936,78.2529,107,0.476636,-0.0247107
[*:1]Nn1nc(N[N+](=O)[O-])nc1[*:2],nitramine,linker,2,10,105,105,-80.3975,3.79361,105,0,-217.163,-16.5113,25.4905,105,0.219048,-6.6374,9.69332,1.64984,105,1,60.2042,-0.0166495,0.0180444,105,0.0857143,-9.45483,0.230076,0.0541727,105,1,43.5196,2.34732,0.525226,105,1,45.7953,-32.5248,78.1331,105,0.304762,-4.26555
[*:1]Nn1nc([*:2])nc1N[N+](=O)[O-],nitramine,linker,2,10,102,102,-80.2943,3.63827,102,0,-222.889,-11.8592,26.877,102,0.303922,-4.45631,9.91919,1.69337,102,1,59.1594,-0.0192275,0.0181336,102,0.0980392,-10.7087,0.228583,0.0565939,102,1,40.7919,2.34659,0.544278,102,1,43.5428,-42.0827,72.7995,102,0.196078,-5.83815
[*:1]Nc1nc(N=[N+]=[N-])n([*:2])n1,azide,linker,2,9,101,101,57.4979,7.61266,101,1,75.906,57.4163,35.816,101,0.980198,16.1108,10.1275,2.99352,101,1,34.0001,-0.022097,0.0226746,101,0.108911,-9.79387,0.051848,0.0760215,101,0.752475,6.85419,0.453187,0.629606,101,0.752475,7.23385,22.7941,92.6006,101,0.683168,2.47383
[*:1]Nc1nc(N=[N+]=[N-])nn1[*:2],azide,linker,2,9,101,101,72.2294,4.65498,101,1,155.94,115.747,38.8539,101,1,29.939,10.4039,2.80098,101,1,37.3291,0.0209149,0.0242975,101,0.841584,8.65075,0.119603,0.0789952,101,0.960396,15.216,0.868193,0.590219,101,0.940594,14.783,-84.2705,88.6367,101,0.138614,-9.55483
[*:1]Nc1nc(C)n([*:2])n1,azole_ring,linker,2,7,101,101,-6.1102,6.92893,101,0.138614,-8.86237,-23.9619,28.3647,101,0.138614,-8.48991,0,0,101,0,,-0.0205822,0.0259303,101,0.138614,-7.97708,-0.0548832,0.0657062,101,0.168317,-8.39449,-0.371957,0.477441,101,0.207921,-7.82948,-8.42671,74.4048,101,0.49505,-1.1382
[*:1]Nc1nc([*:2])nn1N[N+](=O)[O-],nitramine,linker,2,10,101,101,-0.196535,3.75405,101,0.49505,-0.526139,-0.50903,11.7326,101,0.49505,-0.436021,0,0,101,0,,-0.000331683,0.00870032,101,0.49505,-0.383132,0.0146947,0.0497081,101,0.643564,2.97095,0.163109,0.528852,101,0.633663,3.09959,-0.253724,58.2933,101,0.485149,-0.0437424
[*:1]Nc1nnc(N=[N+]=[N-])n1[*:2],azide,linker,2,9,101,101,60.9556,7.81129,101,1,78.4245,-106.342,47.5059,101,0,-22.4967,-10.9505,1.36762,101,0,-80.4691,-0.0417644,0.0262631,101,0.0594059,-15.9816,-0.337175,0.087341,101,0,-38.797,-3.10716,0.829598,101,0,-37.6406,64.3139,83.1961,101,0.851485,7.76896
[*:2]c1nnnn1N=[N+]([*:1])[O-],azoxy,linker,2,8,101,101,19.0658,5.11786,101,1,37.4394,156.079,52.5773,101,1,29.8337,13.7412,2.96268,101,1,46.6122,0.0209059,0.023693,101,0.782178,8.86769,0.286524,0.0795884,101,1,36.1803,2.59237,0.716918,101,1,36.3403,8.96646,84.6739,101,0.534653,1.06422
[*:1]Nn1c([*:2])nnc1N[N+](=O)[O-],nitramine,linker,2,10,100,100,-77.8519,4.42432,100,0,-175.963,-9.70092,25.4664,100,0.25,-3.8093,9.74677,1.73319,100,1,56.2359,-0.011605,0.0184196,100,0.32,-6.30037,0.252276,0.0736504,100,1,34.2532,2.56806,0.735244,100,1,34.928,-47.0308,66.3268,100,0.18,-7.09077
[*:1]Nn1nnc([*:2])c1N[N+](=O)[O-],nitramine,linker,2,10,100,100,-53.5739,4.59091,100,0,-116.696,68.2698,37.208,100,1,18.3481,9.79583,1.82537,100,1,53.6651,0.04594,0.014879,100,1,30.8757,0.322329,0.0587385,100,1,54.8753,2.94427,0.584559,100,1,50.3673,-79.9993,80.7129,100,0.11,-9.91159
[*:1]c1nnc[nH]1,azole_ring,scaffold,1,5,100,100,6.0506,2.81805,100,0.95,21.4709,33.1641,17.3117,100,0.95,19.157,0,0,100,0,,0.026796,0.0151982,100,0.95,17.631,0.0895081,0.0435804,100,0.97,20.5386,0.646102,0.333004,100,0.96,19.4022,55.6491,95.7227,100,0.74,5.81357
