pair_id,candidate_id,neighbor_id,context_smiles,candidate_frag,neighbor_frag,d_Hf,d_Q,d_OBgood,d_Pe,d_D,d_P,d_IS,d_nu
696,cand_061,cand_031,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]Nn1nnc([*:2])n1,[*:1]Nn1nnnc1[*:2],2.87964,10.1707,0,0.0075,-0.165703,-2.02827,-31.626,
696,cand_031,cand_061,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]Nn1nnc([*:2])n1,-2.87964,-10.1707,0,-0.0075,0.165703,2.02827,31.626,
750,cand_028,cand_015,[*:2]/[N+]([O-])=N/c1nnn(N[N+](=O)[O-])n1.[*:1][N+](=O)[O-],[*:1]Nn1nnc([*:2])n1,[*:1]Nn1nnnc1[*:2],4.46159,14.7671,0,0.011,-0.0509584,-0.682426,-0.3727,
750,cand_015,cand_028,[*:2]/[N+]([O-])=N/c1nnn(N[N+](=O)[O-])n1.[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]Nn1nnc([*:2])n1,-4.46159,-14.7671,0,-0.011,0.0509584,0.682426,0.3727,
84,cand_047,cand_018,[*:1]/N=[N+](/[O-])n1cnnn1,[*:1]n1nnc([N+](=O)[O-])n1,[*:1]n1nnnc1[N+](=O)[O-],3.33898,14.7027,0,0.0105,-0.0808454,-1.00935,-2.2272,
84,cand_018,cand_047,[*:1]/N=[N+](/[O-])n1cnnn1,[*:1]n1nnnc1[N+](=O)[O-],[*:1]n1nnc([N+](=O)[O-])n1,-3.33898,-14.7027,0,-0.0105,0.0808454,1.00935,2.2272,
432,cand_057,cand_021,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnc([N+](=O)[O-])n1,[*:1]n1nnnc1[N+](=O)[O-],5.04267,18.8082,0,0.0133,-0.046947,-0.636698,-25.255,
432,cand_021,cand_057,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnnc1[N+](=O)[O-],[*:1]n1nnc([N+](=O)[O-])n1,-5.04267,-18.8082,0,-0.0133,0.046947,0.636698,25.255,
780,cand_024,cand_001,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]n1nnc([N+](=O)[O-])n1,[*:1]n1nnnc1[N+](=O)[O-],4.44339,16.573,0,0.0118,0.0296455,0.279145,19.8986,
780,cand_001,cand_024,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]n1nnnc1[N+](=O)[O-],[*:1]n1nnc([N+](=O)[O-])n1,-4.44339,-16.573,0,-0.0118,-0.0296455,-0.279145,-19.8986,
90,cand_051,cand_018,[*:1]/N=[N+](/[O-])n1cnnn1,[*:1]c1nnnn1N=[N+]=[N-],[*:1]n1nnnc1[N+](=O)[O-],-79.5919,32.3215,14.5306,0.0002,0.225133,2.11386,-36.4288,
90,cand_018,cand_051,[*:1]/N=[N+](/[O-])n1cnnn1,[*:1]n1nnnc1[N+](=O)[O-],[*:1]c1nnnn1N=[N+]=[N-],79.5919,-32.3215,-14.5306,-0.0002,-0.225133,-2.11386,36.4288,
408,cand_029,cand_021,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N=[N+]=[N-],[*:1]n1nnnc1[N+](=O)[O-],-79.5618,27.0823,12.2052,-0.0002,0.175427,1.65198,-227.35,
408,cand_021,cand_029,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnnc1[N+](=O)[O-],[*:1]c1nnnn1N=[N+]=[N-],79.5618,-27.0823,-12.2052,0.0002,-0.175427,-1.65198,227.35,
756,cand_006,cand_001,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1N=[N+]=[N-],[*:1]n1nnnc1[N+](=O)[O-],-78.2177,31.9031,12.2052,0.0031,0.302787,3.13344,-43.9735,
756,cand_001,cand_006,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]n1nnnc1[N+](=O)[O-],[*:1]c1nnnn1N=[N+]=[N-],78.2177,-31.9031,-12.2052,-0.0031,-0.302787,-3.13344,43.9735,
106865118,cand_005,cand_050,[*:1]NNc1nnnn1N=[N+]=[N-],[*:1]c1nnnn1N=[N+]=[N-],[*:1]n1nnnc1[N+](=O)[O-],-79.1546,75.076,13.0941,-0.0375,0.197753,2.23697,-129.057,
106865118,cand_050,cand_005,[*:1]NNc1nnnn1N=[N+]=[N-],[*:1]n1nnnc1[N+](=O)[O-],[*:1]c1nnnn1N=[N+]=[N-],79.1546,-75.076,-13.0941,0.0375,-0.197753,-2.23697,129.057,
119262582,cand_050,cand_016,[*:1]NNn1nnnc1[N+](=O)[O-],[*:1]c1nnnn1N=[N+]=[N-],[*:1]n1nnnc1[N+](=O)[O-],-81.9225,20.3667,12.6891,-0.0049,0.164626,1.5373,-18.4876,
119262582,cand_016,cand_050,[*:1]NNn1nnnc1[N+](=O)[O-],[*:1]n1nnnc1[N+](=O)[O-],[*:1]c1nnnn1N=[N+]=[N-],81.9225,-20.3667,-12.6891,0.0049,-0.164626,-1.5373,18.4876,
96,cand_051,cand_047,[*:1]/N=[N+](/[O-])n1cnnn1,[*:1]c1nnnn1N=[N+]=[N-],[*:1]n1nnc([N+](=O)[O-])n1,-82.9309,17.6188,14.5306,-0.0103,0.305978,3.12321,-34.2016,
96,cand_047,cand_051,[*:1]/N=[N+](/[O-])n1cnnn1,[*:1]n1nnc([N+](=O)[O-])n1,[*:1]c1nnnn1N=[N+]=[N-],82.9309,-17.6188,-14.5306,0.0103,-0.305978,-3.12321,34.2016,
144,cand_054,cand_049,[*:1]/N=[N+](/[O-])n1ncnn1,[*:1]c1nnnn1N=[N+]=[N-],[*:1]n1nnc([N+](=O)[O-])n1,-83.6293,14.59,14.5306,-0.0123,0.326375,3.36741,-219.29,
144,cand_049,cand_054,[*:1]/N=[N+](/[O-])n1ncnn1,[*:1]n1nnc([N+](=O)[O-])n1,[*:1]c1nnnn1N=[N+]=[N-],83.6293,-14.59,-14.5306,0.0123,-0.326375,-3.36741,219.29,
468,cand_029,cand_057,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N=[N+]=[N-],[*:1]n1nnc([N+](=O)[O-])n1,-84.6045,8.27406,12.2052,-0.0135,0.222374,2.28868,-202.095,
468,cand_057,cand_029,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnc([N+](=O)[O-])n1,[*:1]c1nnnn1N=[N+]=[N-],84.6045,-8.27406,-12.2052,0.0135,-0.222374,-2.28868,202.095,
822,cand_006,cand_024,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1N=[N+]=[N-],[*:1]n1nnc([N+](=O)[O-])n1,-82.6611,15.33,12.2052,-0.0087,0.273141,2.8543,-63.8721,
822,cand_024,cand_006,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]n1nnc([N+](=O)[O-])n1,[*:1]c1nnnn1N=[N+]=[N-],82.6611,-15.33,-12.2052,0.0087,-0.273141,-2.8543,63.8721,
102,cand_052,cand_045,[*:1]/N=[N+](/[O-])n1cnnn1.[*:2]N[N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:2]c1nnnn1[*:1],-0.799448,-3.30187,0,-0.0024,-0.0374319,-0.41754,0.026,
102,cand_045,cand_052,[*:1]/N=[N+](/[O-])n1cnnn1.[*:2]N[N+](=O)[O-],[*:2]c1nnnn1[*:1],[*:1]c1nnnn1[*:2],0.799448,3.30187,0,0.0024,0.0374319,0.41754,-0.026,
348,cand_053,cand_046,[*:1]/N=[N+](\[O-])n1nnnc1N=[N+]=[N-].[*:2]N[N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:2]c1nnnn1[*:1],0.959462,3.38877,0,0.0025,-0.0892958,-1.05637,-4.6064,
348,cand_046,cand_053,[*:1]/N=[N+](\[O-])n1nnnc1N=[N+]=[N-].[*:2]N[N+](=O)[O-],[*:2]c1nnnn1[*:1],[*:1]c1nnnn1[*:2],-0.959462,-3.38877,0,-0.0025,0.0892958,1.05637,4.6064,
576,cand_031,cand_056,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:2]N[N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:2]c1nnnn1[*:1],-3.02334,-10.6783,0,-0.0079,0.0403891,0.527422,-1.1293,
576,cand_056,cand_031,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:2]N[N+](=O)[O-],[*:2]c1nnnn1[*:1],[*:1]c1nnnn1[*:2],3.02334,10.6783,0,0.0079,-0.0403891,-0.527422,1.1293,
612,cand_030,cand_021,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:2][N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:2]c1nnnn1[*:1],1.73506,6.47146,0,0.0046,-0.149957,-1.80855,-117.016,
612,cand_021,cand_030,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:2][N+](=O)[O-],[*:2]c1nnnn1[*:1],[*:1]c1nnnn1[*:2],-1.73506,-6.47146,0,-0.0046,0.149957,1.80855,117.016,
972,cand_008,cand_011,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:2]N[N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:2]c1nnnn1[*:1],-0.089106,-0.314718,0,-0.0003,-0.0817569,-0.977623,11.5337,
972,cand_011,cand_008,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:2]N[N+](=O)[O-],[*:2]c1nnnn1[*:1],[*:1]c1nnnn1[*:2],0.089106,0.314718,0,0.0003,0.0817569,0.977623,-11.5337,
990,cand_007,cand_001,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:2][N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:2]c1nnnn1[*:1],2.03564,7.59256,0,0.0054,-0.133505,-1.64416,-120.345,
990,cand_001,cand_007,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:2][N+](=O)[O-],[*:2]c1nnnn1[*:1],[*:1]c1nnnn1[*:2],-2.03564,-7.59256,0,-0.0054,0.133505,1.64416,120.345,
70744050,cand_036,cand_005,[*:1]N=[N+]=[N-].[*:2]NNc1nnnn1N=[N+]=[N-],[*:1]c1nnnn1[*:2],[*:2]c1nnnn1[*:1],1.52422,6.09347,0,0.0049,-0.127471,-1.45708,-46.9088,
70744050,cand_005,cand_036,[*:1]N=[N+]=[N-].[*:2]NNc1nnnn1N=[N+]=[N-],[*:2]c1nnnn1[*:1],[*:1]c1nnnn1[*:2],-1.52422,-6.09347,0,-0.0049,0.127471,1.45708,46.9088,
71157750,cand_044,cand_003,[*:1]N=[N+]=[N-].[*:2]NNn1cnnn1,[*:1]c1nnnn1[*:2],[*:2]c1nnnn1[*:1],9.77597,46.7459,0,0.0401,0.00828616,-0.135119,34.3249,
71157750,cand_003,cand_044,[*:1]N=[N+]=[N-].[*:2]NNn1cnnn1,[*:2]c1nnnn1[*:1],[*:1]c1nnnn1[*:2],-9.77597,-46.7459,0,-0.0401,-0.00828616,0.135119,-34.3249,
119474040,cand_037,cand_033,[*:1]NNn1nnnc1[N+](=O)[O-].[*:2]N[N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:2]c1nnnn1[*:1],1.74322,6.38239,0,0.0048,0.0563975,0.635715,0.1244,
119474040,cand_033,cand_037,[*:1]NNn1nnnc1[N+](=O)[O-].[*:2]N[N+](=O)[O-],[*:2]c1nnnn1[*:1],[*:1]c1nnnn1[*:2],-1.74322,-6.38239,0,-0.0048,-0.0563975,-0.635715,-0.1244,
108,cand_045,cand_018,[*:2]/N=[N+](/[O-])n1cnnn1.[*:1][N+](=O)[O-],[*:1]Nc1nnnn1[*:2],[*:1]c1nnnn1[*:2],-4.0711,73.9464,2.64856,0.0091,0.0546894,0.493136,-0.3663,
108,cand_018,cand_045,[*:2]/N=[N+](/[O-])n1cnnn1.[*:1][N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]Nc1nnnn1[*:2],4.0711,-73.9464,-2.64856,-0.0091,-0.0546894,-0.493136,0.3663,
354,cand_046,cand_034,[*:2]/N=[N+](\[O-])n1nnnc1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]Nc1nnnn1[*:2],[*:1]c1nnnn1[*:2],-6.70602,54.2176,2.50897,0.0001,0.104894,1.14463,1.8215,
354,cand_034,cand_046,[*:2]/N=[N+](\[O-])n1nnnc1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]Nc1nnnn1[*:2],6.70602,-54.2176,-2.50897,-0.0001,-0.104894,-1.14463,-1.8215,
624,cand_056,cand_021,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]Nc1nnnn1[*:2],[*:1]c1nnnn1[*:2],-2.919,68.4839,2.50897,0.0102,-0.072446,-0.99843,0.914,
624,cand_021,cand_056,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]Nc1nnnn1[*:2],2.919,-68.4839,-2.50897,-0.0102,0.072446,0.99843,-0.914,
1002,cand_011,cand_001,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]Nc1nnnn1[*:2],[*:1]c1nnnn1[*:2],-5.6882,59.647,2.50897,0.0034,0.0271737,0.222704,14.987,
1002,cand_001,cand_011,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]Nc1nnnn1[*:2],5.6882,-59.647,-2.50897,-0.0034,-0.0271737,-0.222704,-14.987,
1188,cand_048,cand_010,[*:2]/[N+]([O-])=N\n1ncnn1.[*:1][N+](=O)[O-],[*:1]Nc1nnnn1[*:2],[*:1]c1nnnn1[*:2],-2.37808,81.5056,2.64856,0.0145,0.0257138,0.124287,0.7548,
1188,cand_010,cand_048,[*:2]/[N+]([O-])=N\n1ncnn1.[*:1][N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]Nc1nnnn1[*:2],2.37808,-81.5056,-2.64856,-0.0145,-0.0257138,-0.124287,-0.7548,
119635752,cand_033,cand_016,[*:2]NNn1nnnc1[N+](=O)[O-].[*:1][N+](=O)[O-],[*:1]Nc1nnnn1[*:2],[*:1]c1nnnn1[*:2],-8.34319,45.8366,2.58812,-0.0018,-0.0900356,-1.13028,-0.0504,
119635752,cand_016,cand_033,[*:2]NNn1nnnc1[N+](=O)[O-].[*:1][N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]Nc1nnnn1[*:2],8.34319,-45.8366,-2.58812,0.0018,0.0900356,1.13028,0.0504,
120,cand_052,cand_018,[*:2]/N=[N+](/[O-])n1cnnn1.[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]c1nnnn1[*:2],-4.87055,70.6446,2.64856,0.0067,0.0172576,0.0755964,-0.3403,
120,cand_018,cand_052,[*:2]/N=[N+](/[O-])n1cnnn1.[*:1][N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]Nn1nnnc1[*:2],4.87055,-70.6446,-2.64856,-0.0067,-0.0172576,-0.0755964,0.3403,
360,cand_053,cand_034,[*:2]/N=[N+](\[O-])n1nnnc1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]c1nnnn1[*:2],-5.74655,57.6063,2.50897,0.0026,0.0155981,0.0882565,-2.7849,
360,cand_034,cand_053,[*:2]/N=[N+](\[O-])n1nnnc1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]Nn1nnnc1[*:2],5.74655,-57.6063,-2.50897,-0.0026,-0.0155981,-0.0882565,2.7849,
618,cand_031,cand_021,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]c1nnnn1[*:2],-5.94234,57.8056,2.50897,0.0023,-0.0320569,-0.471009,-0.2153,
618,cand_021,cand_031,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]Nn1nnnc1[*:2],5.94234,-57.8056,-2.50897,-0.0023,0.0320569,0.471009,0.2153,
996,cand_008,cand_001,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]c1nnnn1[*:2],-5.7773,59.3323,2.50897,0.0031,-0.0545832,-0.754919,26.5207,
996,cand_001,cand_008,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]Nn1nnnc1[*:2],5.7773,-59.3323,-2.50897,-0.0031,0.0545832,0.754919,-26.5207,
119635758,cand_037,cand_016,[*:2]NNn1nnnc1[N+](=O)[O-].[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]c1nnnn1[*:2],-6.59997,52.219,2.58812,0.003,-0.0336381,-0.494566,0.074,
119635758,cand_016,cand_037,[*:2]NNn1nnnc1[N+](=O)[O-].[*:1][N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]Nn1nnnc1[*:2],6.59997,-52.219,-2.58812,-0.003,0.0336381,0.494566,-0.074,
126,cand_045,cand_047,[*:2]/N=[N+](/[O-])n1cnnn1.[*:1][N+](=O)[O-],[*:1]Nc1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-7.41008,59.2438,2.64856,-0.0014,0.135535,1.50249,1.8609,
126,cand_047,cand_045,[*:2]/N=[N+](/[O-])n1cnnn1.[*:1][N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]Nc1nnnn1[*:2],7.41008,-59.2438,-2.64856,0.0014,-0.135535,-1.50249,-1.8609,
702,cand_056,cand_057,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]Nc1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-7.96166,49.6757,2.50897,-0.0031,-0.025499,-0.361733,26.169,
702,cand_057,cand_056,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]Nc1nnnn1[*:2],7.96166,-49.6757,-2.50897,0.0031,0.025499,0.361733,-26.169,
1062,cand_011,cand_024,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]Nc1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-10.1316,43.0739,2.50897,-0.0084,-0.00247178,-0.0564409,-4.9116,
1062,cand_024,cand_011,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]Nc1nnnn1[*:2],10.1316,-43.0739,-2.50897,0.0084,0.00247178,0.0564409,4.9116,
132,cand_045,cand_052,[*:2]/N=[N+](/[O-])n1cnnn1.[*:1][N+](=O)[O-],[*:1]Nc1nnnn1[*:2],[*:1]Nn1nnnc1[*:2],0.799448,3.30187,0,0.0024,0.0374319,0.41754,-0.026,
132,cand_052,cand_045,[*:2]/N=[N+](/[O-])n1cnnn1.[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]Nc1nnnn1[*:2],-0.799448,-3.30187,0,-0.0024,-0.0374319,-0.41754,0.026,
366,cand_046,cand_053,[*:2]/N=[N+](\[O-])n1nnnc1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]Nc1nnnn1[*:2],[*:1]Nn1nnnc1[*:2],-0.959462,-3.38877,0,-0.0025,0.0892958,1.05637,4.6064,
366,cand_053,cand_046,[*:2]/N=[N+](\[O-])n1nnnc1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]Nc1nnnn1[*:2],0.959462,3.38877,0,0.0025,-0.0892958,-1.05637,-4.6064,
678,cand_056,cand_031,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]Nc1nnnn1[*:2],[*:1]Nn1nnnc1[*:2],3.02334,10.6783,0,0.0079,-0.0403891,-0.527422,1.1293,
678,cand_031,cand_056,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]Nc1nnnn1[*:2],-3.02334,-10.6783,0,-0.0079,0.0403891,0.527422,-1.1293,
1044,cand_011,cand_008,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]Nc1nnnn1[*:2],[*:1]Nn1nnnc1[*:2],0.089106,0.314718,0,0.0003,0.0817569,0.977623,-11.5337,
1044,cand_008,cand_011,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]Nc1nnnn1[*:2],-0.089106,-0.314718,0,-0.0003,-0.0817569,-0.977623,11.5337,
73388052,cand_005,cand_036,[*:2]N=[N+]=[N-].[*:1]Nc1nnnn1N=[N+]=[N-],[*:1]Nc1nnnn1[*:2],[*:1]Nn1nnnc1[*:2],-1.52422,-6.09347,0,-0.0049,0.127471,1.45708,46.9088,
73388052,cand_036,cand_005,[*:2]N=[N+]=[N-].[*:1]Nc1nnnn1N=[N+]=[N-],[*:1]Nn1nnnc1[*:2],[*:1]Nc1nnnn1[*:2],1.52422,6.09347,0,0.0049,-0.127471,-1.45708,-46.9088,
73729722,cand_003,cand_044,[*:2]N=[N+]=[N-].[*:1]Nn1cnnn1,[*:1]Nc1nnnn1[*:2],[*:1]Nn1nnnc1[*:2],-9.77597,-46.7459,0,-0.0401,-0.00828616,0.135119,-34.3249,
73729722,cand_044,cand_003,[*:2]N=[N+]=[N-].[*:1]Nn1cnnn1,[*:1]Nn1nnnc1[*:2],[*:1]Nc1nnnn1[*:2],9.77597,46.7459,0,0.0401,0.00828616,-0.135119,34.3249,
119637918,cand_033,cand_037,[*:2]NNn1nnnc1[N+](=O)[O-].[*:1][N+](=O)[O-],[*:1]Nc1nnnn1[*:2],[*:1]Nn1nnnc1[*:2],-1.74322,-6.38239,0,-0.0048,-0.0563975,-0.635715,-0.1244,
119637918,cand_037,cand_033,[*:2]NNn1nnnc1[N+](=O)[O-].[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]Nc1nnnn1[*:2],1.74322,6.38239,0,0.0048,0.0563975,0.635715,0.1244,
122503668,cand_037,cand_033,[*:2]N[N+](=O)[O-].[*:1]Nn1nnnc1[N+](=O)[O-],[*:1]Nc1nnnn1[*:2],[*:1]Nn1nnnc1[*:2],1.74322,6.38239,0,0.0048,0.0563975,0.635715,0.1244,
122503668,cand_033,cand_037,[*:2]N[N+](=O)[O-].[*:1]Nn1nnnc1[N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]Nc1nnnn1[*:2],-1.74322,-6.38239,0,-0.0048,-0.0563975,-0.635715,-0.1244,
138,cand_052,cand_047,[*:2]/N=[N+](/[O-])n1cnnn1.[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]c1nnn([*:2])n1,-8.20953,55.9419,2.64856,-0.0038,0.098103,1.08495,1.8869,
138,cand_047,cand_052,[*:2]/N=[N+](/[O-])n1cnnn1.[*:1][N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]Nn1nnnc1[*:2],8.20953,-55.9419,-2.64856,0.0038,-0.098103,-1.08495,-1.8869,
150,cand_055,cand_049,[*:2]/N=[N+](/[O-])n1ncnn1.[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]c1nnn([*:2])n1,-8.74982,53.3576,2.64856,-0.0055,0.0831695,0.923225,28.639,
150,cand_049,cand_055,[*:2]/N=[N+](/[O-])n1ncnn1.[*:1][N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]Nn1nnnc1[*:2],8.74982,-53.3576,-2.64856,0.0055,-0.0831695,-0.923225,-28.639,
684,cand_031,cand_057,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]c1nnn([*:2])n1,-10.985,38.9974,2.50897,-0.011,0.0148901,0.165689,25.0397,
684,cand_057,cand_031,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]Nn1nnnc1[*:2],10.985,-38.9974,-2.50897,0.011,-0.0148901,-0.165689,-25.0397,
1050,cand_008,cand_024,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]c1nnn([*:2])n1,-10.2207,42.7592,2.50897,-0.0087,-0.0842287,-1.03406,6.6221,
1050,cand_024,cand_008,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]Nn1nnnc1[*:2],10.2207,-42.7592,-2.50897,0.0087,0.0842287,1.03406,-6.6221,
156,cand_025,cand_023,[*:1]/N=[N+](/[O-])n1nnc(N[N+](=O)[O-])n1,[*:1]c1nnnn1N=[N+]=[N-],[*:1]n1nnc(N[N+](=O)[O-])n1,-74.392,-29.6215,8.47667,-0.0048,0.0645827,0.534209,-18.8206,
156,cand_023,cand_025,[*:1]/N=[N+](/[O-])n1nnc(N[N+](=O)[O-])n1,[*:1]n1nnc(N[N+](=O)[O-])n1,[*:1]c1nnnn1N=[N+]=[N-],74.392,29.6215,-8.47667,0.0048,-0.0645827,-0.534209,18.8206,
210,cand_011,cand_017,[*:1]/N=[N+](/[O-])n1nnnc1N[N+](=O)[O-],[*:1]c1nnnn1N=[N+]=[N-],[*:1]n1nnc(N[N+](=O)[O-])n1,-78.0121,-42.4008,8.47667,-0.0141,0.093545,0.940625,-15.8503,
210,cand_017,cand_011,[*:1]/N=[N+](/[O-])n1nnnc1N[N+](=O)[O-],[*:1]n1nnc(N[N+](=O)[O-])n1,[*:1]c1nnnn1N=[N+]=[N-],78.0121,42.4008,-8.47667,0.0141,-0.093545,-0.940625,15.8503,
474,cand_029,cand_058,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N=[N+]=[N-],[*:1]n1nnc(N[N+](=O)[O-])n1,-77.8182,-45.5528,9.6962,-0.0134,0.0957454,0.88245,-237.215,
474,cand_058,cand_029,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnc(N[N+](=O)[O-])n1,[*:1]c1nnnn1N=[N+]=[N-],77.8182,45.5528,-9.6962,0.0134,-0.0957454,-0.88245,237.215,
828,cand_006,cand_025,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1N=[N+]=[N-],[*:1]n1nnc(N[N+](=O)[O-])n1,-76.1195,-40.4235,9.6962,-0.0096,0.280418,3.02626,-55.6059,
